name,lat,lng,country_id,place_type_id
Diyarbakir,37.91400293,40.23099944,212,2
Djelfa,34.68099601,3.249999437,3,2
Djibouti,11.50000202,43.10000138,56,2
Dnepropetrovsk,48.42299702,35.13799839,217,2
Dodoma,-6.174998972,35.73800143,203,2
Dolj,44.32500007,23.81300139,169,2
Dominica,15.29900095,-61.38846868,57,2
Donetsk,48.04014594,37.73705429,217,2
Dong Nai,10.95000302,106.8166623,225,2
Dong Thap,10.46700007,105.6359973,225,2
Dornod,48.06000001,114.5060014,134,2
Dornogovi,44.88499793,110.1169984,134,2
Dosso,13.04700301,3.20400044,148,2
Drenthe,53.00000099,6.550002414,143,2
Duarte,19.30100398,-70.25399972,58,2
Dubayy,25.27100107,55.32900334,218,2
Duekoue,6.74199898,-7.335998673,50,2
Dumyat,31.42199707,31.81300241,60,2
Dundgovi,45.76100405,106.2649984,134,2
Durango,24.02900103,-104.6629976,130,2
Durazno,-33.41700001,-56.51000065,221,2
Durres,41.32700096,19.45400444,2,2
Dushanbe,38.62999793,68.9000043,202,2
Dzavhan,47.80999806,97.00000236,134,2
Dzhambul,42.88899592,71.37099934,106,2
Dzhezkazgan,47.78100002,67.7099974,106,2
Dzhizak,40.09899604,67.84200041,222,2
East Cape,-38.65899593,178.0160134,146,2
East Kazakhstan,50.000004,82.60000241,106,2
East New Britain,-4.204997925,152.1700024,159,2
East Sepik,-3.564998976,143.6200024,159,2
Eastern,6.086996951,-0.2619986996,78,2
Eastern,-0.5239979477,37.44900036,107,2
Eastern,34.68899698,-1.911995555,137,2
Eastern,7.876997946,-11.18500163,179,2
Eastern,8.568998977,81.23300131,189,2
Eastern,1.080998936,34.16699737,216,2
Eastern,-13.63200293,32.64499832,230,2
Eastern Cape,-33.22433401,27.00248131,185,2
Eastern Highlands,-6.087995938,145.3869904,159,2
Edirne,41.681997,26.5619974,212,2
Edo,6.338996956,5.625999416,149,2
El Beni,-14.84100007,-64.90299558,24,2
El Oro,-3.266000949,-79.95400162,59,2
El Paraiso,13.94399692,-86.85099862,91,2
El Progreso,14.84999993,-90.01670367,85,2
El Seibo,18.76400107,-69.03500356,58,2
Elazig,38.68100099,39.22599632,212,2
Elbasan,41.11700402,20.09300436,2,2
Elblag,54.15900303,19.40499943,164,2
Emilia-Romagna,44.50300207,11.33399732,101,2
Enga,-5.490000051,143.7180034,159,2
England,52.70919801,-1.570515667,219,2
Entre Rios,-31.73000399,-60.53200172,9,2
Enugu,6.451001923,7.4919963,149,2
Equateur,0.0479969818,18.25599641,47,2
Erzincan,39.74000407,39.50499631,212,2
Erzurum,39.90400201,41.2920004,212,2
Escuintla,14.302998,-90.78200072,85,2
Esfahan,32.65100101,51.67899944,96,2
Eskisehir,39.78399608,30.51900029,212,2
Esmeraldas,0.9539999916,-79.65999856,59,2
Espaillat,19.39699807,-70.52300068,58,2
Espirito Santo,-20.33299794,-40.41399558,27,2
Est,4.574996918,13.6850043,34,2
Esteli,13.08699892,-86.3559986,147,2
Estonia,59.41666793,24.75000032,64,2
Estuaire,0.3909959548,9.453996377,74,2
Evenkiyskiy avtonomnyy okrug,64.33299896,100.2830044,170,2
Evora,38.55999603,-7.905995718,165,2
Extremadura,38.91200393,-6.33799767,188,2
Extreme-Nord,10.59299999,14.32800032,34,2
Faeroe Islands,62.02099796,-6.769997561,67,2
Falcon,11.40299997,-69.67799958,224,2
Falkland Islands,-51.70100404,-57.84900258,66,2
Farah,32.37499794,62.11600235,1,2
Faranah,10.03899595,-10.74300256,87,2
Farmagusta,35.10600306,33.94999832,53,2
Faro,37.01899796,-7.928000577,165,2
Fars,29.60199902,52.53100232,96,2
Faryab,35.91999897,64.77599728,1,2
Fatick,14.34400204,-16.41599967,176,2
Fejer,47.190996,18.41000444,92,2
Fergana,40.385997,71.78599844,222,2
Ferkessedougou,9.593999963,-5.201999679,50,2
Fianarantsoa,-21.45999593,47.07800134,120,2
Fier,40.73000393,19.57300241,2,2
Fiji,-18.13453197,178.4477254,68,2
Finnmark,70.37950055,26.72950087,154,2
Flores,-33.54399896,-56.90099667,221,2
Florida,28.62789481,-82.0406485,220,2
Florida,-34.09900202,-56.21499856,221,2
Forecariah,9.430002016,-13.0979967,87,2
Formosa,-26.18299803,-58.17699864,9,2
Franche-Comte,47.24800198,6.018003396,70,2
Francisco Morazan,14.09900398,-87.20299759,91,2
Frederiksborg,55.93329897,12.31669836,55,2
Free State,-29.11799701,26.22500135,185,2
French Polynesia,-17.53499692,-149.5700097,72,2
Fria,10.37799899,-13.55200162,87,2
Fribourg,46.79999999,7.149996352,200,2
Friesland,53.19900006,5.787000288,143,2
Friuli-Venezia Giulia,45.64500298,13.77700229,101,2
Fujian,26.07100203,119.3040003,41,2
Fyn,55.39899592,10.39200343,55,2
Gabu,12.27999601,-14.23400363,88,2
Gagnoa,6.146000977,-5.871995687,50,2
Galapagos,-0.8999999887,-89.60599772,59,2
Galati,45.43333201,28.0500033,169,2
Galguduud,5.741999928,46.50800429,184,2
Galicia,42.87999593,-8.540999709,188,2
Gamo Gofa,6.033302964,37.54999835,65,2
Gandaki,28.26399595,83.9719983,142,2
Gansu,36.11300405,103.5999994,41,2
Ganzourgou,12.24299701,-0.6110005924,31,2
Gao,16.51649849,-1.530499126,123,2
Gaoual,11.75400008,-13.21299858,87,2
Gauteng,-25.95497851,28.11115389,185,2
Gavleborgs,60.67899896,17.18299838,199,2
Gaza,-25.04099695,33.64000241,138,2
Gaza Strip,31.52400302,34.44599736,75,2
Gaziantep,37.06900199,37.38999633,212,2
Gdansk,54.44965357,18.58749783,164,2
Gedo,3.327003062,42.22700144,184,2
Gelderland,51.98799594,5.922999393,143,2
Geneve,46.20200393,6.134004297,200,2
Georgia,33.795999,-84.34899856,220,2
Ghadamis,30.13859699,9.81835234,116,2
Ghanzi,-21.70500293,21.64699836,26,2
Gharyan,32.16600002,13.01670036,116,2
Ghazni,33.55199996,68.41999842,1,2
Ghowr,34.51670102,65.2500004,1,2
Gia Lai,13.95000001,108.0166684,225,2
Gibraltar,36.12899706,-5.352002673,79,2
Gikongoro,-2.483297993,29.56670141,171,2
Gilan,37.27400398,49.59299733,96,2
Giresun,40.91300106,38.39000432,212,2
Gisenyi,-1.694997056,29.25700238,171,2
Gitarama,-2.076002992,29.75799638,171,2
Gitega,-3.43330195,29.93329835,32,2
Giurgiu,43.92999901,25.83999931,169,2
Gjirokaster,40.078998,20.14900238,2,2
Glarus,47.05000194,9.066699414,200,2
Gnagna,12.96899997,-0.1379966639,31,2
Goa,15.49199693,73.81800042,94,2
Gobabis,-22.45500003,18.96300036,140,2
Goias,-16.72700392,-49.2550016,27,2
Gojam,10.33399804,37.7299984,65,2
Golfe,6.102837046,1.2015454,208,2
Gomel',52.44399907,30.97999838,18,2
Gonder,12.60000004,37.46799937,65,2
Gorgol,16.15200302,-13.49700263,127,2
Gorj,45.04499994,23.27400043,169,2
Gorzow,52.73600392,15.23600138,164,2
Goteborgs Och Bohus,57.74100307,11.79299735,199,2
Gotlands,57.63500103,18.29999736,199,2
Gourma,12.05499599,0.3609992864,31,2
Govi-Altay,46.32736492,96.23934034,134,2
Gracias a Dios,15.25699806,-83.78099956,91,2
Grad Sofiya,42.70726806,23.3318704,30,2
Gramsh,40.86669592,20.19999633,2,2
Granada,11.92799705,-85.95999869,147,2
Grand Anse,18.63992705,-74.11375762,90,2
Grand Bassa,5.883002927,-10.04399958,115,2
Grand Cape Mount,6.749999949,-11.36670269,115,2
Grand Jide,6.066702035,-8.133299604,115,2
Grand Kru,4.799996941,-8.166698674,115,2
Grand-Lahou,5.130999011,-5.022998653,50,2
Granma,20.34399602,-77.11299868,52,2
Graubunden,46.85699703,9.534996326,200,2
Greater Accra,5.558561954,-0.2009246385,78,2
Grenada,12.06500395,-61.74500356,82,2
Grevenmacher,49.69999801,6.333300405,119,2
Gribingui,7.00000207,19.16669734,38,2
Grodno,53.67200398,23.8410004,18,2
Groningen,53.21899793,6.575004348,143,2
Grootfontein,-19.63999805,17.34200137,140,2
Guadeloupe,16.00491602,-61.72425869,83,2
Guainia,3.882996053,-67.86669571,44,2
Guaira,-25.78400104,-56.45099663,160,2
Guam,13.46699706,144.7469914,84,2
Guanacaste,10.62600306,-85.43699967,49,2
Guanajuato,21.02000405,-101.2640036,130,2
Guangdong,22.81959351,113.6758057,41,2
Guangxi,22.2940035,108.3230013,41,2
Guantanamo,20.14299907,-75.20900361,52,2
Guarda,40.54100405,-7.262000669,165,2
Guarico,9.900998958,-67.35400169,224,2
Guatemala,14.61800707,-90.52489769,85,2
Guaviare,2.581002065,-72.57999566,44,2
Guayas,-2.20309196,-79.90787669,59,2
Gueckedou,8.553996063,-10.15100065,87,2
Guelma,36.46600205,7.427997315,3,2
Guera,12.186999,18.69800442,39,2
Guernsey,49.44999606,-2.533301636,86,2
Guerrero,17.26318798,-99.71625107,130,2
Guidimaka,15.16100396,-12.17600069,127,2
Guiglo,6.550002025,-7.483301635,50,2
Guizhou,26.57199603,106.7000044,41,2
Gujarat,23.11989752,72.61676587,94,2
Gulf,-7.927001941,145.8379984,159,2
Gumshane,40.46400004,39.48399942,212,2
Gur'yev,47.11667398,51.93333939,106,2
Gyor-Moson-Sopron,47.67800399,17.63800232,92,2
Ha Bac,21.27099593,106.1919994,225,2
Ha Giang,22.83333294,104.9333404,225,2
Ha Noi,21.03000307,105.8200024,225,2
Ha Tinh,18.350001,105.9166983,225,2
Ha'il,27.46670396,41.75000141,175,2
Hadarom,31.24999799,34.80000331,100,2
Hadhramaut,15.00000293,50.00000439,229,2
Hai Hung,20.94200101,106.3310043,225,2
Hai Phong,20.86135205,106.6797904,225,2
Hainaut,50.44599901,3.939003393,19,2
Hajdu-Bihar,47.53199693,21.64100437,92,2
Hajjah,15.69300298,43.60300237,229,2
Hakkari,37.56799795,43.75099838,212,2
Halab,36.21554104,37.15928133,201,2
Hallands,56.66200196,12.85499734,199,2
Hamadan,34.79300098,48.50900142,96,2
Hamah,35.137998,36.75200437,201,2
Hamasen,15.32999703,38.97000039,63,2
Hamburg,53.57099706,10.02799829,77,2
Hame,60.996996,24.47199936,69,2
Hamerkaz,31.91670004,34.86670233,100,2
Hamgyong-bukto,41.78400295,129.7839964,152,2
Hamgyong-namdo,39.91400103,127.5579994,152,2
Hanover,18.44299802,-78.17900371,102,2
Harerge,9.29999706,42.13330244,65,2
Harghita,46.36099798,25.52400032,169,2
Hatay,36.23333401,36.11667636,212,2
Hato Major,18.76400107,-69.25699757,58,2
Haut-Mbomou,5.389001936,26.49500134,38,2
Haut-Ogooue,-1.631996931,13.60299639,74,2
Haut-Zaire,0.5190030261,25.19600443,47,2
Haute-Kotto,6.537996021,21.99400236,38,2
Haute-Normandie,49.43199607,1.077003391,70,2
Haute-Sangha,4.248999075,15.78500136,38,2
Hawaii,21.08893866,-157.4714294,220,2
Hawalli,29.33333994,47.99999735,109,2
Hawke's Bay,-39.63999597,176.8410003,146,2
Hazafon,32.69999692,35.2833033,100,2
Hebei,38.84626803,116.3699599,41,2
Hedmark,60.82000196,11.06900138,154,2
Hefa,32.76669594,35.0000014,100,2
Heilongjiang,46.54950299,125.2939819,41,2
Helmand,31.58299794,64.35999933,1,2
Henan,34.71451646,113.0015118,41,2
Hentiy,47.33000095,110.6610034,134,2
Herat,34.34499898,62.18700328,1,2
Heredia,9.991997926,-84.1200026,49,2
Herrera,7.980002919,-80.43499759,158,2
Hessen,50.10200101,8.45458231,77,2
Heves,47.89500304,20.3830024,92,2
Hhohho,-26.13219297,31.21915082,198,2
Hidalgo,20.12000396,-98.75500159,130,2
Hiiraan,4.734000072,45.19999828,184,2
Himachal Pradesh,31.10400003,77.16600044,94,2
Hims,34.73387102,36.71817339,201,2
Ho Chi Minh,10.75918497,106.6624564,225,2
Hoa Binh,20.82999604,105.3330033,225,2
Hodh ech Chargui,16.61599802,-7.261001644,127,2
Hodh el Gharbi,16.66099799,-9.617003585,127,2
Hokkaido,43.05500102,141.3459903,103,2
Holguin,20.89099795,-76.2620036,52,2
Hong Kong,22.32695253,114.2035564,41,2
Hordaland,60.49000355,5.965843857,154,2
Hormozgan,27.19501206,56.2740034,96,2
Houaphan,20.41669795,104.0333044,111,2
Houet,11.17799995,-4.29200057,31,2
Hovd,48.00500102,91.6360023,134,2
Hovsgol,49.63699805,100.1580033,134,2
Huambo,-12.76000201,15.73599636,6,2
Huancavelica,-12.78999907,-74.98600164,161,2
Huanuco,-9.925001995,-76.23099858,161,2
Hubei,30.57300004,114.2790033,41,2
Huehuetenango,15.31700094,-91.46699964,85,2
Huila,-14.91900294,13.49199938,6,2
Huila,2.928995997,-75.28400064,44,2
Hunan,28.099998,113.0000044,41,2
Hunedoara,45.88332295,22.91667339,169,2
Hwanghae-bukto,38.50700402,125.7620044,152,2
Hwanghae-namdo,38.04000301,125.7149973,152,2
Ialomita,44.56999796,27.3819964,169,2
Iasi,47.16999894,27.58400131,169,2
Ibb,13.968,44.17900233,229,2
Ica,-14.06400299,-75.7439997,161,2
Icel,36.79700395,34.64600438,212,2
Idaho,43.61670006,-116.2167026,220,2
Idlib,35.933004,36.64099843,201,2
Ilam,33.639003,46.42299931,96,2
Ile-de-France,48.88199706,2.432997345,70,2
Illinois,40.81027501,-88.64765065,220,2
Ilubabor,8.14899599,35.53700431,65,2
Imbabura,0.3629969471,-78.13099756,59,2
Imo,5.492996997,7.026003418,149,2
Inch'on-jikhalsi,37.48624207,126.6334203,186,2
Inchiri,19.74699899,-14.39099963,127,2
Independencia,18.49300205,-71.85099563,58,2
Indiana,39.81400207,-86.13500362,220,2
Ingushskaya Respublika,43.23300302,44.78300131,170,2
Inhambane,-23.87400304,35.38800034,138,2
Intibuca,14.33300399,-88.16669962,91,2
Ionian Islands,39.61999797,19.91999732,80,2
Iowa,41.59799998,-93.6219957,220,2
Ipiros,39.65799599,20.85300031,80,2
Irbid,32.55699604,35.86100444,105,2
Irian Jaya,-2.54199604,140.7189874,95,2
Iringa,-7.776998947,35.69200243,203,2
Irkutskaya oblast',52.31699995,104.2479993,170,2
Irrawaddy,16.77400198,94.73200232,139,2
Isla de la Juventud,21.88500302,-82.79900066,52,2
Islas de la Bahia,16.32999592,-86.51899769,91,2
Isle of Man,54.15192894,-4.479182612,99,2
Isles Baleares,39.56669998,2.649996398,188,2
Isparta,37.76499896,30.55699832,212,2
Issia,6.485004016,-6.587999626,50,2
Issyk-Kul',42.48000008,78.39000033,110,2
Istanbul,41.06600096,29.0060014,212,2
Itapua,-27.37700102,-55.85100269,160,2
Ivano-Frankovsk,48.91666506,24.7166643,217,2
Ivanovskaya oblast',57.01200304,41.02000236,170,2
Izabal,15.72699597,-88.59699867,85,2
Izmir,38.43299692,27.14499931,212,2
Jabal Lubnan,33.83330398,35.53329632,113,2
Jakarta Raya,-6.16666505,106.8000034,95,2
Jalapa,14.63300104,-89.9890017,85,2
Jalisco,20.67399906,-103.3440026,130,2
Jambi,-1.600001989,103.6166763,95,2
Jammu & Kashmir,34.08100207,74.80400435,94,2
Jamtlands,63.18330306,14.6500024,199,2
Janakpur,27.325998,86.08699828,142,2
Janub Sina',28.52027106,33.42021785,60,2
Jasz-Nagykun-Szolnok,47.16999894,20.18799943,92,2
Jawa Barat,-6.911999975,107.6069974,95,2
Jawa Tengah,-6.971004001,110.4260044,95,2
Jawa Timur,-7.399998047,112.6843744,95,2
Jeju,33.38,126.53,186,2
Jelenia Gora,50.90000393,15.72699636,164,2
Jersey,49.18329895,-2.099996576,104,2
Jiangsu,32.04800107,118.7690044,41,2
Jiangxi,28.67100301,115.8890044,41,2
Jidd Hafs,26.21595595,50.53787129,15,2
Jigawa,11.79918903,9.350334434,149,2
Jihocesky,48.97400399,14.47800332,54,2
Jihomoravsky,49.20299995,16.61599841,54,2
Jijel,36.82199695,5.766003391,3,2
Jilin,43.8656085,125.9400334,41,2
Jinotega,13.09100396,-86.0000037,147,2
Jizan,16.84852192,42.57096336,175,2
Johor,1.500003065,103.7600014,122,2
Jonkopings,57.78600304,14.17799733,199,2
Jowzjan,36.66200404,65.74400139,1,2
Jubbada Dhexe,1.083302965,42.58330232,184,2
Jubbada Hoose,-0.3459959462,42.53900433,184,2
Jujuy,-24.198003,-65.30100264,9,2
Jundubah,36.50000397,8.749998442,211,2
Junin,-12.07500293,-75.21100166,161,2
Jura,47.36999703,7.344999317,200,2
Jutiapa,14.29000207,-89.89700371,85,2
Kabardino-Balkarskaya Resp.,43.48199702,43.28600435,170,2
Kabol,34.53091193,69.13675829,1,2
Kachin State,25.379001,97.38800131,139,2
Kadiogo,12.48000304,-1.67000367,31,2
Kaduna,10.51900199,7.443000394,149,2
Kaesong-si,37.96900192,126.5660013,152,2
Kafr ash Shaykh,31.10900392,30.93599744,60,2
Kahraman Maras,37.58599793,36.93699938,212,2
Kalasin,16.427997,103.5090004,204,2
Kalimantan Barat,-0.0230039476,109.3390023,95,2
Kalimantan Selatan,-3.32800205,114.5889994,95,2
Kalimantan Tengah,-2.266667969,113.9333404,95,2
Kalimantan Timur,-0.8559990422,117.0069978,95,2
Kaliningradskaya oblast',54.70800301,20.5029994,170,2
Kalisz,51.75800095,18.0829983,164,2
Kalmar,56.66699708,16.3690023,199,2
Kalmykiya-Khal'mg Tangch,46.26700194,44.2330023,170,2
Kaluzhskaya oblast',54.52399793,36.27800142,170,2
Kamchatskaya oblast',53.19999908,158.7200043,170,2
Kamphaeng Phet,16.47299697,99.52900241,204,2
Kampong Cham,11.99099701,105.4649974,33,2
Kampong Chhnang,12.25700107,104.6639974,33,2
Kampong Spoe,11.45199604,104.5189983,33,2
Kampong Thum,12.71199607,104.8889974,33,2
Kampot,10.60599592,104.1820024,33,2
Kanchanaburi,14.03330399,99.51669936,204,2
Kanem,14.12199892,15.31700133,39,2
Kangwon-do,39.15000005,127.4609973,152,2
Kangwon-do,37.85900394,127.7280004,186,2
Kankan,10.38400207,-9.305999554,87,2
Kano,11.999997,8.499996321,149,2
Kansas,39.02005806,-95.16078414,220,2
Kanto,35.54152505,139.7187394,103,2
Kaoh Kong,11.61393306,103.0426383,33,2
Kaolack,14.14299599,-16.09599564,176,2
Kapisa,35.016696,69.33330042,1,2
Karachayevo-Cherkesskaya Resp.,44.28199798,42.06300333,170,2
Karaganda,49.87920606,73.20263437,106,2
Karakalpakstan,42.46669801,59.61670232,222,2
Karamoja,2.532995918,34.64600438,216,2
Karasburg,-28.02200403,18.74500244,140,2
Karbala',32.61400201,44.02500341,97,2
Karen State,16.84999804,97.61670039,139,2
Karibib,-21.93900295,15.85299628,140,2
Karnali,29.25000005,82.21670138,142,2
Karnataka,12.92187602,76.21536641,94,2
Karnten,46.61800205,14.30399741,13,2
Kars,40.59299703,43.07799636,212,2
Karuzi,-3.099996017,30.16299629,32,2
Kasai-Occidental,-5.89200305,22.40299837,47,2
Kasai-Oriental,-6.149997039,23.66669729,47,2
Kashkadar'ya,38.88330294,65.75000431,222,2
Kastamonu,41.38900206,33.7830033,212,2
Katiola,8.144001031,-5.108003637,50,2
Katowice,50.26666503,18.99999936,164,2
Katsina,12.99300304,7.605999316,149,2
Kayah State,19.66500002,97.20600337,139,2
Kayanza,-2.899997927,29.56670141,32,2
Kayes,14.44899596,-11.42900067,123,2
Kayseri,38.73099592,35.47899931,212,2
Kebbi,12.45500094,4.196997382,149,2
Kedah,6.111000024,100.3619973,122,2
Keetmanshoop,-26.57400298,18.13300234,140,2
Kefa,7.677999047,36.83799944,65,2
Kelantan,6.118001969,102.2400004,122,2
Kemerovskaya oblast',54.54250198,86.61200438,170,2
Kemo-Gribingui,5.766696047,19.09999832,38,2
Kenedougou,10.97399699,-4.907996612,31,2
Kentucky,38.20100405,-84.83900361,220,2
Kerala,9.237078022,76.61620837,94,2
Kerman,30.27999599,57.06700242,96,2
Kerouane,9.264995943,-9.014003637,87,2
Keski-Suomi,62.24499896,25.74800132,69,2
Kgalagadi,-26.01700203,22.39700439,26,2
Kgatleng,-24.37700403,26.15200237,26,2
Khabarovskiy kray,53.90737197,139.1872099,170,2
Khammouan,17.396973,104.8001853,111,2
Khanh Hoa,12.24299701,109.2030034,225,2
Khanty-Mansiyskiy avtonomnyy okrug,61.01700298,69.00000342,170,2
Khar'kov,49.98967203,36.20830532,217,2
Khaskovo,41.936004,25.56800144,30,2
Kherson,46.53800096,32.54100342,217,2
Khmel'nitskiy,49.41700193,26.99900135,217,2
Khon Kaen,16.43300106,102.8369974,204,2
Khorasan,36.28999793,59.59700133,96,2
Khorezm,41.58330305,60.68330143,222,2
Khudzhand,39.75000292,69.00000342,202,2
Khulna,22.84299901,89.55800132,16,2
Khuzestan,31.31700298,48.68399741,96,2
Kibungo,-2.166695981,30.53330139,171,2
Kibuye,-2.050002034,29.3499994,171,2
Kie-Ntem,2.152997943,11.33000138,62,2
Kielce,50.87300394,20.63199639,164,2
Kien Giang,10.00700101,105.0849994,225,2
Kiev City,50.45,30.523,217,2
Kigali,-1.950003073,30.0590014,171,2
Kigoma,-4.876002059,29.61900037,203,2
Kilimanjaro,-3.338999928,37.34299831,203,2
Kindia,10.05499805,-12.86600367,87,2
Kingston,17.96692503,-76.79951968,102,2
Kinki,34.77838204,135.4984054,103,2
Kinshasa,-4.320998992,15.29900134,47,2
Kiribati,1.340756981,172.9211134,108,2
Kirklareli,41.74299908,27.22599943,212,2
Kirovograd,48.50800201,32.26500034,217,2
Kirovskaya oblast',58.63332604,49.6999984,170,2
Kirsehir,39.14199908,34.1710024,212,2
Kissidougou,9.187002005,-10.11300263,87,2
Kivu,-0.7569989396,28.52800235,47,2
Kloto,6.902000993,0.6329973301,208,2
Kocaeli,40.77399594,29.92300229,212,2
Kogi,7.809003027,6.73700441,149,2
Kohkiluyeh va buyer Ahmadi,30.65900405,51.5940034,96,2
Kokchetav,53.27399692,69.40299635,106,2
Kolda,12.89999692,-14.94399571,176,2
Kolonje,40.33330204,20.68329632,2,2
Komarom-Esztergom,47.54999708,18.43299939,92,2
Komi-Permyatskiy avton. okrug,59.01699594,54.66699937,170,2
Kon Tum,14.34999602,108.0150033,225,2
Konarha,34.86599996,71.15000436,1,2
Konduz,36.72700205,68.85999928,1,2
Konin,52.20000003,18.25200031,164,2
Konya,37.87800295,32.4819994,212,2
Kopparbergs,60.61300193,15.64700438,199,2
Korce,40.61667593,20.76666335,2,2
Kordestan,35.31899708,46.99400431,96,2
Korhogo,9.446003955,-5.644997614,50,2
Koryakskiy avtonomnyy okrug,59.08300207,159.9830014,170,2
Kosi,26.45000098,87.28329637,142,2
Kossi,12.72899703,-3.860000679,31,2
Kostromskaya oblast',57.76100095,40.94499639,170,2
Koszalin,54.18600301,16.18499738,164,2
Kouilou,-4.638707925,12.05809241,46,2
Koundara,12.48000304,-13.29599658,87,2
Kouritenga,12.17699998,-0.356003678,31,2
Kouroussa,10.65300304,-9.891998703,87,2
Krabi,8.052003038,98.91199841,204,2
Kracheh,12.46899606,106.0239964,33,2
Krakow,50.061996,19.94499942,164,2
Krasnodarskiy kray,45.03699897,38.96100039,170,2
Krasnovodsk,40.02499804,52.95799832,213,2
Krasnoyarskiy kray,61.7552595,89.71631134,170,2
Kristianstads,56.02899602,14.16600043,199,2
Kronobergs,56.88399597,14.82200131,199,2
Krosno,49.69099802,21.75499829,164,2
Kruje,41.51899808,19.79700341,2,2
Krung Thep,13.75000192,100.5166714,204,2
Kuala Lumpur,3.14999992,101.7080014,122,2
Kukes,42.08300098,20.43399635,2,2
Kulyab,37.91199594,69.78099644,202,2
Kuopio,62.89299905,27.69200141,69,2
Kurdufan,13.17999594,30.15999938,195,2
Kurgan Tyube,37.83333593,68.7999964,202,2
Kurganskaya oblast',55.43900093,65.3329984,170,2
Kurskaya oblast',51.74199901,36.17399742,170,2
Kustanay,53.20199697,63.6100024,106,2
Kutahya,39.41900102,29.97999933,212,2
Kwangju-jikhalsi,35.15300108,126.9080014,186,2
Kwara,8.492004064,4.545000416,149,2
KwaZulu/Natal,-29.40711296,31.13715634,185,2
Kweneng,-24.40199703,25.52000439,26,2
Kyiv,50.44815907,30.50210739,217,2
Kymi,60.87599998,26.70900332,69,2
Kyrenia,35.32599902,33.33300342,53,2
Kyushu,33.34228798,130.3551484,103,2
Kzyl-Orda,44.86699794,65.48300139,106,2
L'viv,49.83731106,24.03451832,217,2
La Altagracia,18.59899798,-68.5564988,58,2
La Estrelleta,18.87599693,-71.70699556,58,2
La Guajira,11.55200394,-72.89800164,44,2
La Libertad,13.67399693,-89.28999856,61,2
La Libertad,-8.111996951,-79.02999863,161,2
La Pampa,-36.62800207,-64.28799856,9,2
La Paz,-16.49900699,-68.14624461,24,2
La Paz,13.50800093,-88.86799769,61,2
La Paz,14.31999896,-87.68400265,91,2
La Rioja,-29.41299893,-66.85499663,9,2
La Rioja,42.46599603,-2.446001559,188,2
La Romana,18.42599705,-68.96799856,58,2
La Union,13.33199698,-87.8390006,61,2
La Vega,19.25000092,-70.55000067,58,2
Labe,11.32299905,-12.2990037,87,2
Lac,13.46599804,14.71670141,39,2
Laghman,34.64999993,70.16670029,1,2
Laghouat,33.80699704,2.878002431,3,2
Lagos,6.450003064,3.300003303,149,2
Lahij,13.033296,44.9000014,229,2
Lai Chau,21.74000392,103.3430044,225,2
Lakota,5.848001975,-5.682995641,50,2
Lakshadweep,10.55095208,72.63315033,94,2
Lam Dong,11.94499801,108.4419993,225,2
Lambayeque,-6.762996006,-79.8370017,161,2
Lampang,18.291996,99.48400244,204,2
Lamphun,18.50300107,99.07399831,204,2
Lampung,-5.408999937,105.2540014,95,2
Lang Son,21.84599703,106.7570013,225,2
Languedoc-Roussillon,43.61400002,3.867003439,70,2
Lao Cai,22.50000004,103.9500003,225,2
Lappi,66.49100102,25.68999632,69,2
Lara,10.06599593,-69.33899671,224,2
Larnaca,34.91700301,33.63599738,53,2
Las Tunas,20.96600408,-76.9499996,52,2
Latvia,56.88000003,24.04999832,112,2
Lavalleja,-34.374996,-55.22699658,221,2
Lazio,41.87999704,12.51999934,101,2
Legnica,51.20700292,16.15799739,164,2
Leinster,53.34155993,-6.257348713,98,2
Leiria,39.73899594,-8.804996618,165,2
Lekoumou,-3.690999061,13.3569993,46,2
Lempira,14.58330299,-88.58330059,91,2
Leningradskaya oblast',59.91666307,30.24999933,170,2
Leon,12.43299608,-86.88099568,147,2
Leribe,-28.87800301,28.05599745,114,2
Leszno,51.84399603,16.56600331,164,2
Lezhe,41.78799905,19.65400236,2,2
Liaoning,40.95203398,122.9660644,41,2
Libertador General Bernardo O'Higgins,-34.58799896,-70.98499763,40,2
Librazhd,41.20000202,20.36670341,2,2
Liechtenstein,47.14299896,9.521001372,117,2
Liege,50.62300199,5.569002376,19,2
Liguria,44.41300196,8.883000307,101,2
Likouala,1.599866992,18.00000031,46,2
Lima,-12.08199594,-77.0450036,161,2
Limassol,34.683003,33.05099742,53,2
Limburg,50.96400308,5.483997392,19,2
Limburg,50.85299697,5.677002307,143,2
Limon,9.990000042,-83.0300036,49,2
Limousin,45.83099702,1.251999382,70,2
Lindi,-10.00199707,39.70700139,203,2
Lipetskaya oblast',52.61900399,39.66000337,170,2
Lisboa,38.72999706,-9.129995602,165,2
Lithuania,54.68856299,25.27596034,118,2
Litoral,1.849679965,9.816462351,62,2
Littoral,4.136652053,9.706374347,34,2
Lobaye,3.866004025,17.99399739,38,2
Lodz,51.77799899,19.47600036,164,2
Loei,17.48999699,101.7350014,204,2
Lofa,8.416701056,-9.749996679,115,2
Logone Occidental,8.553888003,16.08970543,39,2
Logone Oriental,8.649998926,16.85099728,39,2
Loja,-3.989996922,-79.20399559,59,2
Lombardia,45.47300406,9.189999303,101,2
Lomza,53.17200007,22.0809963,164,2
Long An,10.53099905,106.4130033,225,2
Lop Buri,14.79699899,100.6190014,204,2
